FID,Plant,Log_number,Latitude,Longitude,Observatio,issues,BIO1_30s,BIO2_30s,BIO3_30s,BIO4_30s,BIO5_30s,BIO6_30s,BIO7_30s,BIO8_30s,BIO9_30s,BIO10_30s,BIO11_30s,BIO12_30s,BIO13_30s,BIO14_30s,BIO15_30s,BIO16_30s,BIO17_30s,BIO18_30s,BIO19_30s
550,Lonicera maackii,1500293898,39.329835,-82.105334,HUMAN_OBSERVATION,"cdround,gass84",11.44583335,12.70833313,33.88888836,896.5095421,29.10000038,-8.399999619,37.5,20.15000041,-0.016666571,22.18333356,-0.016666571,1016,110,64,18.209119,308,207,299,207
551,Lonicera maackii,1806327580,39.319183,-82.106606,HUMAN_OBSERVATION,"cdround,gass84",11.51666667,12.8166664,34.08687838,897.2491653,29.20000076,-8.399999619,37.60000038,20.2166667,0.033333381,22.23333343,0.033333381,1014,110,64,18.00561909,307,207,298,207
552,Lonicera maackii,1703139002,39.212047,-89.9738,HUMAN_OBSERVATION,"cdround,gass84",11.97916675,11.15833369,28.39270576,1003.279762,30.20000076,-9.100000381,39.30000114,17.56666692,-1.066666683,23.85000006,-1.066666683,973,109,46,22.91261394,301,169,273,169
553,Lonicera maackii,1668852209,39.307938,-77.030568,HUMAN_OBSERVATION,"cdround,gass84",12.17083316,12.2916665,33.40126792,887.228715,29.89999962,-6.900000095,36.79999971,20.79999971,1.016666571,22.93333308,1.016666571,1105,114,72,11.61098894,311,238,293,238
554,Lonicera maackii,1806329243,39.28574,-84.680435,HUMAN_OBSERVATION,"cdround,gass84",11.7458334,11.75833343,31.10670205,938.8689002,29.5,-8.300000191,37.80000019,11.38333335,-0.283333302,23.00000032,-0.283333302,1053,116,65,17.44991312,313,214,290,214
555,Lonicera maackii,1703192304,39.250465,-84.750613,HUMAN_OBSERVATION,"cdround,gass84",11.7416667,11.79999998,31.13456491,939.7843839,29.5,-8.399999619,37.89999962,16.76666649,-0.316666524,22.98333359,-0.316666524,1060,117,66,17.52684523,317,217,293,217
556,Lonicera maackii,1703220964,39.324358,-82.101389,HUMAN_OBSERVATION,"cdround,gass84",11.51666667,12.8166664,34.08687838,897.2491653,29.20000076,-8.399999619,37.60000038,20.2166667,0.033333381,22.23333343,0.033333381,1014,110,64,18.00561909,307,207,298,207
557,Lonicera maackii,1703144944,39.248495,-77.437105,HUMAN_OBSERVATION,"cdround,gass84",12.78749995,12.39166679,33.49099046,889.6376329,30.70000076,-6.300000191,37.00000095,21.4666667,1.616666555,23.63333337,1.616666555,982,98,66,12.85724161,282,208,277,208
559,Lonicera maackii,1806323529,39.328223,-82.085445,HUMAN_OBSERVATION,"cdround,gass84",11.49583336,12.69166667,33.84444359,896.0353654,29.20000076,-8.300000191,37.50000095,20.20000045,0.033333302,22.20000029,0.033333302,1015,110,64,18.07727716,307,207,299,207
560,Lonicera maackii,1453252213,39.327945,-82.105644,HUMAN_OBSERVATION,"cdround,gass84",11.44583335,12.70833313,33.88888836,896.5095421,29.10000038,-8.399999619,37.5,20.15000041,-0.016666571,22.18333356,-0.016666571,1016,110,64,18.209119,308,207,299,207
561,Lonicera maackii,1640027794,39.226766,-76.743524,HUMAN_OBSERVATION,"cdround,gass84",12.72083341,11.24166681,31.40130378,889.5950582,30.10000038,-5.699999809,35.80000019,21.38333352,1.583333333,23.56666692,1.583333333,1145,116,76,10.94472406,315,254,300,254
562,Lonicera maackii,1227743230,39.23193,-83.350692,HUMAN_OBSERVATION,"cdround,gass84",11.36666673,11.75000028,31.58602324,916.4514848,28.79999924,-8.399999619,37.19999886,20.19999997,-0.433333238,22.25,-0.433333238,1037,115,65,18.58346524,310,208,297,208
563,Lonicera maackii,1092709782,39.21848,-96.52858,PRESERVED_SPECIMEN, ,12.27083339,12.19166677,29.59142433,1037.313974,31.89999962,-9.300000191,41.19999981,22.3166666,-1.000000119,24.75,-1.000000119,885,135,21,52.03222335,363,71,324,71
564,Lonicera maackii,1500355336,39.316004,-76.87478,HUMAN_OBSERVATION,"cdround,gass84",12.33333329,11.76666667,32.32600767,892.1815147,29.89999962,-6.5,36.39999962,21.01666657,1.133333445,23.16666635,1.133333445,1143,119,75,11.26098007,318,251,296,251
565,Lonicera maackii,1453047733,39.301848,-76.946283,HUMAN_OBSERVATION,gass84,12.16666665,12.05000007,32.92349798,889.0401636,29.79999924,-6.800000191,36.59999943,20.81666644,1.00000004,22.94999965,1.00000004,1131,118,74,11.56264731,317,245,296,245
566,Lonicera maackii,240493172,39.20711,-95.80272,PRESERVED_SPECIMEN, ,12.40833335,12.04999993,29.46210279,1030.959019,31.89999962,-9,40.89999962,22.43333324,-0.833333254,24.78333314,-0.833333254,904,135,23,49.964146,352,80,326,80
567,Lonicera maackii,176976887,39.226499,-95.490959,PRESERVED_SPECIMEN,cdround,12.37916665,11.55833327,28.68072759,1027.316586,31.5,-8.800000191,40.30000019,22.41666698,-0.816666722,24.70000013,-0.816666722,941,136,25,48.95803532,366,86,337,86
568,Lonicera maackii,1839258207,39.182422,-83.983558,HUMAN_OBSERVATION,"cdround,gass84",11.29999994,11.60000001,31.26684608,921.2269363,28.70000076,-8.399999619,37.10000038,20.26666657,-0.516666571,22.28333314,-0.516666571,1088,120,70,17.90332164,326,222,303,222
569,Lonicera maackii,1847463497,39.104389,-86.546263,HUMAN_OBSERVATION,"cdround,gass84",11.63750006,11.67499988,30.56282707,949.9309236,29.5,-8.699999809,38.19999981,16.65000017,-0.616666675,22.95000013,-0.616666675,1129,126,66,18.95973314,338,218,312,218
570,Lonicera maackii,1847433462,39.193838,-86.538467,HUMAN_OBSERVATION,"cdround,gass84",11.53750005,11.29166653,29.79331568,953.8513486,29.29999924,-8.600000381,37.89999962,20.83333333,-0.76666673,22.9000001,-0.76666673,1112,124,64,19.03468565,334,214,309,214
571,Lonicera maackii,1847466551,39.155668,-84.499272,HUMAN_OBSERVATION,"cdround,gass84",11.80000005,11.45,30.77957006,929.753146,29.39999962,-7.800000191,37.19999981,11.45000002,-0.099999984,22.94999997,-0.099999984,1073,116,67,16.79609282,318,218,295,218
572,Lonicera maackii,1847433482,39.192933,-86.53875,HUMAN_OBSERVATION,"cdround,gass84",11.53750005,11.29166653,29.79331568,953.8513486,29.29999924,-8.600000381,37.89999962,20.83333333,-0.76666673,22.9000001,-0.76666673,1112,124,64,19.03468565,334,214,309,214
573,Lonicera maackii,1847433464,39.193295,-86.53823,HUMAN_OBSERVATION,gass84,11.53750005,11.29166653,29.79331568,953.8513486,29.29999924,-8.600000381,37.89999962,20.83333333,-0.76666673,22.9000001,-0.76666673,1112,124,64,19.03468565,334,214,309,214
574,Lonicera maackii,1847433507,39.193722,-86.537828,HUMAN_OBSERVATION,"cdround,gass84",11.53750005,11.29166653,29.79331568,953.8513486,29.29999924,-8.600000381,37.89999962,20.83333333,-0.76666673,22.9000001,-0.76666673,1112,124,64,19.03468565,334,214,309,214
575,Lonicera maackii,1847433489,39.19325,-86.5383,HUMAN_OBSERVATION,gass84,11.53750005,11.29166653,29.79331568,953.8513486,29.29999924,-8.600000381,37.89999962,20.83333333,-0.76666673,22.9000001,-0.76666673,1112,124,64,19.03468565,334,214,309,214
576,Lonicera maackii,1847433485,39.194012,-86.538567,HUMAN_OBSERVATION,"cdround,gass84",11.53750005,11.29166653,29.79331568,953.8513486,29.29999924,-8.600000381,37.89999962,20.83333333,-0.76666673,22.9000001,-0.76666673,1112,124,64,19.03468565,334,214,309,214
577,Lonicera maackii,1847433476,39.193263,-86.538222,HUMAN_OBSERVATION,"cdround,gass84",11.53750005,11.29166653,29.79331568,953.8513486,29.29999924,-8.600000381,37.89999962,20.83333333,-0.76666673,22.9000001,-0.76666673,1112,124,64,19.03468565,334,214,309,214
578,Lonicera maackii,1847436971,39.160465,-86.526613,HUMAN_OBSERVATION,"cdround,gass84",11.4875001,11.34166689,30.00440885,951.3725311,29.20000076,-8.600000381,37.80000114,20.75000016,-0.800000111,22.80000051,-0.800000111,1124,125,65,18.83900042,336,217,311,217
579,Lonicera maackii,1847433483,39.193305,-86.538413,HUMAN_OBSERVATION,"cdround,gass84",11.53750005,11.29166653,29.79331568,953.8513486,29.29999924,-8.600000381,37.89999962,20.83333333,-0.76666673,22.9000001,-0.76666673,1112,124,64,19.03468565,334,214,309,214
580,Lonicera maackii,1847438764,39.160756,-86.526512,HUMAN_OBSERVATION,"cdround,gass84",11.4875001,11.34166689,30.00440885,951.3725311,29.20000076,-8.600000381,37.80000114,20.75000016,-0.800000111,22.80000051,-0.800000111,1124,125,65,18.83900042,336,217,311,217
581,Lonicera maackii,1847433468,39.193255,-86.538362,HUMAN_OBSERVATION,"cdround,gass84",11.53750005,11.29166653,29.79331568,953.8513486,29.29999924,-8.600000381,37.89999962,20.83333333,-0.76666673,22.9000001,-0.76666673,1112,124,64,19.03468565,334,214,309,214
582,Lonicera maackii,1847518868,39.087392,-77.126708,HUMAN_OBSERVATION,"cdround,gass84",12.71666674,11.66666675,32.40740677,880.0809183,30.20000076,-5.800000191,36.00000095,21.30000003,1.666666746,23.41666667,1.666666746,1076,110,71,11.71341594,304,231,290,231
583,Lonicera maackii,1847438774,39.162239,-86.527138,HUMAN_OBSERVATION,"cdround,gass84",11.4875001,11.34166689,30.00440885,951.3725311,29.20000076,-8.600000381,37.80000114,20.75000016,-0.800000111,22.80000051,-0.800000111,1124,125,65,18.83900042,336,217,311,217
584,Lonicera maackii,1847463422,39.104514,-86.54615,HUMAN_OBSERVATION,"cdround,gass84",11.63750006,11.67499988,30.56282707,949.9309236,29.5,-8.699999809,38.19999981,16.65000017,-0.616666675,22.95000013,-0.616666675,1129,126,66,18.95973314,338,218,312,218
585,Lonicera maackii,1847463311,39.107392,-86.542503,HUMAN_OBSERVATION,"cdround,gass84",11.63750006,11.67499988,30.56282707,949.9309236,29.5,-8.699999809,38.19999981,16.65000017,-0.616666675,22.95000013,-0.616666675,1129,126,66,18.95973314,338,218,312,218
586,Lonicera maackii,1847463452,39.1016,-86.548753,HUMAN_OBSERVATION,"cdround,gass84",11.63750006,11.67499988,30.56282707,949.9309236,29.5,-8.699999809,38.19999981,16.65000017,-0.616666675,22.95000013,-0.616666675,1129,126,66,18.95973314,338,218,312,218
587,Lonicera maackii,1847463498,39.104489,-86.54618,HUMAN_OBSERVATION,"cdround,gass84",11.63750006,11.67499988,30.56282707,949.9309236,29.5,-8.699999809,38.19999981,16.65000017,-0.616666675,22.95000013,-0.616666675,1129,126,66,18.95973314,338,218,312,218
588,Lonicera maackii,1500247584,39.077,-77.132821,HUMAN_OBSERVATION,"cdround,gass84",12.73333345,11.61666675,32.3584027,879.9285368,30.20000076,-5.699999809,35.90000057,21.31666676,1.700000207,23.4333334,1.700000207,1076,110,71,11.71341594,304,231,290,231
589,Lonicera maackii,1562927160,39.087362,-77.127818,HUMAN_OBSERVATION,"cdround,gass84",12.71666674,11.66666675,32.40740677,880.0809183,30.20000076,-5.800000191,36.00000095,21.30000003,1.666666746,23.41666667,1.666666746,1076,110,71,11.71341594,304,231,290,231
590,Lonicera maackii,1836688744,39.190188,-88.501665,HUMAN_OBSERVATION,"cdround,gass84",11.83749994,11.25833329,28.72023812,998.6015774,29.89999962,-9.300000191,39.19999981,21.55000003,-1.150000016,23.61666648,-1.150000016,1015,105,53,20.60562099,312,192,288,192
591,Lonicera maackii,1640050447,39.138197,-84.529497,HUMAN_OBSERVATION,"cdround,gass84",11.86666674,11.48333322,30.86917547,928.2836916,29.39999962,-7.800000191,37.19999981,11.50000021,-0.016666651,22.98333343,-0.016666651,1070,116,67,16.70517124,318,219,293,219
592,Lonicera maackii,1640060291,39.085457,-77.117011,HUMAN_OBSERVATION,"cdround,gass84",12.76666671,11.71666674,32.45614106,881.2190238,30.29999924,-5.800000191,36.09999943,21.3499999,1.716666619,23.48333327,1.716666619,1076,110,71,11.71341594,304,231,290,231
593,Lonicera maackii,1806328534,39.184635,-84.330306,HUMAN_OBSERVATION,"cdround,gass84",11.43333332,11.41666651,30.77268648,925.7633982,28.89999962,-8.199999809,37.09999943,11.05000025,-0.433333317,22.49999984,-0.433333317,1096,119,69,16.84381169,325,221,299,221
594,Lonicera maackii,1640080307,39.153492,-84.408837,HUMAN_OBSERVATION,"cdround,gass84",11.91250002,11.74166648,31.31111022,929.9318948,29.60000038,-7.900000095,37.50000048,11.54999974,0.016666571,23.05000051,0.016666571,1077,116,67,16.64621546,318,218,295,218
595,Lonicera maackii,1668867300,39.077677,-77.130967,HUMAN_OBSERVATION,"cdround,gass84",12.73333345,11.61666675,32.3584027,879.9285368,30.20000076,-5.699999809,35.90000057,21.31666676,1.700000207,23.4333334,1.700000207,1076,110,71,11.71341594,304,231,290,231
596,Lonicera maackii,1640080438,39.131154,-84.50289,HUMAN_OBSERVATION,"cdround,gass84",11.63750005,11.14166665,30.27626791,925.3061578,29.10000038,-7.699999809,36.80000019,11.25000021,-0.199999968,22.73333343,-0.199999968,1083,118,68,16.86859147,322,220,297,220
597,Lonicera maackii,1640090243,39.169445,-84.581665,HUMAN_OBSERVATION,"cdround,gass84",11.65416673,11.40833339,30.75022446,927.87995,29.10000038,-8,37.10000038,11.29999997,-0.233333349,22.76666705,-0.233333349,1070,117,67,16.95102788,318,219,294,219
598,Lonicera maackii,1640091845,39.13884,-84.514783,HUMAN_OBSERVATION,"cdround,gass84",11.70416661,11.29166658,30.51801701,927.8799395,29.20000076,-7.800000191,37.00000095,11.34999979,-0.183333397,22.81666676,-0.183333397,1078,117,68,16.78071687,320,220,296,220
599,Lonicera maackii,1668892560,39.130506,-84.508361,HUMAN_OBSERVATION,"cdround,gass84",11.62083336,11.14166657,30.27626769,924.8401861,29,-7.800000191,36.80000019,11.25000021,-0.216666698,22.70000013,-0.216666698,1082,118,68,16.93387375,322,220,297,220
600,Lonicera maackii,1703156046,39.074957,-77.124822,HUMAN_OBSERVATION,"cdround,gass84",12.79166673,11.56666663,32.12963039,881.1764625,30.29999924,-5.699999809,35.99999905,21.38333321,1.733333508,23.51666673,1.733333508,1074,109,71,11.60340574,303,231,290,231
601,Lonicera maackii,1500220305,39.090866,-77.106427,HUMAN_OBSERVATION,"cdround,gass84",12.80833336,11.73333334,32.50230893,880.8256271,30.39999962,-5.699999809,36.09999943,21.39999994,1.750000079,23.51666673,1.750000079,1077,110,71,11.80401393,305,231,291,231
602,Lonicera maackii,1500220222,39.133799,-77.106399,HUMAN_OBSERVATION,"cdround,gass84",12.62916671,12.10833337,33.17351652,882.2838654,30.39999962,-6.099999905,36.49999952,21.23333359,1.550000032,23.36666679,1.550000032,1084,111,71,11.71196362,306,233,291,233
604,Lonicera maackii,176976903,39.17422,-96.55318,PRESERVED_SPECIMEN, ,12.44999991,12.28333318,29.6698865,1039.932248,32.20000076,-9.199999809,41.40000057,22.5,-0.849999984,24.96666654,-0.849999984,891,135,22,51.44364698,365,73,323,73
605,Lonicera maackii,176976895,39.19147,-96.53768,PRESERVED_SPECIMEN, ,12.48333321,12.33333313,29.71887569,1039.919858,32.29999924,-9.199999809,41.49999905,22.54999987,-0.833333333,24.99999968,-0.833333333,891,136,21,52.14417265,366,71,325,71
606,Lonicera maackii,176976908,39.095766,-95.574668,PRESERVED_SPECIMEN, ,12.57500001,11.7333335,29.04290498,1023.848565,31.79999924,-8.600000381,40.39999962,22.51666641,-0.583333333,24.86666616,-0.583333333,924,132,24,46.93714999,355,88,325,88
608,Lonicera maackii,1837124732,39.174553,-94.507517,PRESERVED_SPECIMEN, ,12.4333333,11.25000023,28.19548956,1019.278564,31.29999924,-8.600000381,39.89999962,22.41666651,-0.700000087,24.63333321,-0.700000087,992,131,31,42.19689322,359,108,322,108
609,Lonicera maackii,1841292114,39.061736,-76.980842,HUMAN_OBSERVATION,"cdround,gass84",12.80416672,11.47499989,31.9637875,882.6779024,30.20000076,-5.699999809,35.90000057,21.36666679,1.75,23.55000019,1.75,1124,115,73,11.88584774,316,242,299,242
610,Lonicera maackii,1839264009,39.026956,-78.039681,HUMAN_OBSERVATION,"cdround,gass84",12.34583339,12.74166677,34.34411448,879.2674109,30.20000076,-6.900000095,37.10000086,20.96666686,1.266666691,23.03333346,1.266666691,991,99,64,13.77841347,290,200,281,200
611,Lonicera maackii,1847422079,38.977331,-76.927561,HUMAN_OBSERVATION,"cdround,gass84",13.22500001,11.45,31.8941499,881.9593357,30.70000076,-5.199999809,35.90000057,21.75000016,2.183333397,23.96666654,2.183333397,1100,113,71,12.73808001,314,237,300,237
612,Lonicera maackii,1841200228,38.939992,-76.970846,HUMAN_OBSERVATION,"cdround,gass84",13.2000001,11.26666694,31.55929089,879.741703,30.60000038,-5.099999905,35.70000029,21.73333359,2.183333417,23.91666698,2.183333417,1086,110,71,12.30749498,307,235,295,235
613,Lonicera maackii,1841264741,39.040973,-77.309873,HUMAN_OBSERVATION,"cdround,gass84",12.96250001,11.64166667,32.33796296,880.6070294,30.5,-5.5,36,21.58333333,1.916666746,23.69999981,1.916666746,1026,103,68,11.59741933,290,220,281,220
614,Lonicera maackii,1839254387,39.001795,-77.064634,HUMAN_OBSERVATION,"cdround,gass84",13.01250004,11.27500004,31.67134892,879.2510393,30.29999924,-5.300000191,35.59999943,21.56666644,1.99999996,23.73333327,1.99999996,1081,109,71,11.57612409,304,234,291,234
615,Lonicera maackii,1841298285,38.959811,-76.83271,HUMAN_OBSERVATION,"cdround,gass84",13.09166664,11.68333327,32.36380372,879.573327,30.60000038,-5.5,36.10000038,21.58333333,2.066666683,23.78333314,2.066666683,1116,115,72,12.43940827,316,241,301,241
616,Lonicera maackii,1841292910,39.057739,-76.977806,HUMAN_OBSERVATION,"cdround,gass84",12.8333333,11.40000016,31.84357527,882.4612551,30.20000076,-5.599999905,35.80000067,21.38333321,1.76666677,23.5666666,1.76666677,1123,115,73,11.99097433,316,241,299,241
617,Lonicera maackii,1841290373,39.045461,-76.972708,HUMAN_OBSERVATION,"cdround,gass84",12.83333328,11.38333347,31.79702027,881.8532419,30.20000076,-5.599999905,35.80000067,21.38333321,1.783333421,23.5666666,1.783333421,1125,115,73,11.98397336,317,242,300,242
618,Lonicera maackii,1841229885,38.952196,-76.997151,HUMAN_OBSERVATION,"cdround,gass84",13.17916672,11.22500012,31.53089931,881.1161841,30.5,-5.099999905,35.5999999,21.73333359,2.133333365,23.91666698,2.133333365,1083,110,71,12.17757018,306,235,293,235
619,Lonicera maackii,1841197897,38.948985,-90.194983,HUMAN_OBSERVATION,"cdround,gass84",12.25416646,11.25833314,28.86752088,992.9168505,30.5,-8.5,39,21.99999968,-0.616666675,24.04999956,-0.616666675,973,104,47,21.32665194,293,173,274,173
620,Lonicera maackii,1841297625,38.954494,-77.09066,HUMAN_OBSERVATION,"cdround,gass84",12.96249998,11.04166658,31.27950855,878.3432786,30.10000038,-5.199999809,35.30000019,21.51666657,1.950000127,23.64999994,1.950000127,1074,108,71,11.43963007,301,232,289,232
621,Lonicera maackii,1841249504,38.972653,-76.932228,HUMAN_OBSERVATION,"cdround,gass84",13.2375,11.40833336,31.77808685,882.4298182,30.70000076,-5.199999809,35.90000057,21.78333346,2.183333397,23.98333327,2.183333397,1097,112,71,12.631127,312,237,299,237
622,Lonicera maackii,1841321809,38.965052,-78.002666,HUMAN_OBSERVATION,"cdround,gass84",10.76249991,10.80833335,31.23795731,860.956449,27.60000038,-7,34.60000038,19.14999962,-0.083333333,21.16666635,-0.083333333,1090,109,72,13.09050325,311,221,297,221
623,Lonicera maackii,1847548847,38.980903,-90.971706,HUMAN_OBSERVATION,"cdround,gass84",12.37083339,11.85833344,29.94528619,988.8663374,31,-8.600000381,39.60000038,17.78333354,-0.433333317,24.16666667,-0.433333317,937,108,42,24.8283901,296,152,267,152
624,Lonicera maackii,1847439365,38.935985,-76.995855,HUMAN_OBSERVATION,"cdround,gass84",13.14583334,11.1916665,31.43726554,879.3914808,30.5,-5.099999905,35.5999999,21.6833334,2.133333286,23.85000038,2.133333286,1082,109,71,11.83085169,304,235,292,235
626,Lonicera maackii,1847518219,39.056159,-84.544516,HUMAN_OBSERVATION,"cdround,gass84",11.72083333,11.22499992,30.50271702,922.5273072,29.10000038,-7.699999809,36.80000019,11.34999973,-0.099999905,22.76666689,-0.099999905,1084,117,69,16.77027968,322,223,299,223
627,Lonicera maackii,1847543158,39.022373,-76.921101,HUMAN_OBSERVATION,"cdround,gass84",13.04583342,11.59166671,32.10988018,883.020276,30.5,-5.599999905,36.0999999,21.5666666,1.983333429,23.78333346,1.983333429,1120,115,73,12.24064175,317,242,301,242
628,Lonicera maackii,1500314333,39.036081,-77.027913,HUMAN_OBSERVATION,"cdround,gass84",12.76250002,11.24166654,31.57771466,879.8841079,30.10000038,-5.5,35.60000038,21.31666692,1.733333309,23.46666686,1.733333309,1109,113,73,11.58755239,312,239,296,239
629,Lonicera maackii,1500323918,39.035965,-77.025463,HUMAN_OBSERVATION,"cdround,gass84",12.76250002,11.24166654,31.57771466,879.8841079,30.10000038,-5.5,35.60000038,21.31666692,1.733333309,23.46666686,1.733333309,1109,113,73,11.58755239,312,239,296,239
630,Lonicera maackii,1500323901,39.022727,-77.016704,HUMAN_OBSERVATION,"cdround,gass84",12.80833327,11.16666668,31.45539868,878.8004104,30.10000038,-5.400000095,35.50000048,21.35000006,1.799999913,23.5,1.799999913,1108,113,73,11.71317701,312,239,296,239
631,Lonicera maackii,1640036001,38.983341,-77.235077,HUMAN_OBSERVATION,"cdround,gass84",13.0833332,11.49999986,32.03342529,880.0705895,30.60000038,-5.300000191,35.90000057,21.69999997,2.049999952,23.8166666,2.049999952,1034,103,69,11.14248741,290,224,282,224
632,Lonicera maackii,1500314259,39.013847,-77.032237,HUMAN_OBSERVATION,"cdround,gass84",12.89583336,11.19166687,31.43726573,880.1871087,30.20000076,-5.400000095,35.60000086,21.44999997,1.866666714,23.59999975,1.866666714,1099,112,72,11.87188603,310,237,295,237
633,Lonicera maackii,1500333233,39.033062,-77.247695,HUMAN_OBSERVATION,"cdround,gass84",13.13749998,11.87500029,32.8038688,882.357683,30.79999924,-5.400000095,36.19999933,21.78333298,2.066666762,23.89999962,2.066666762,1024,103,68,11.6180586,289,221,280,221
634,Lonicera maackii,1500262615,38.936139,-76.986949,HUMAN_OBSERVATION,"cdround,gass84",13.14166668,11.19999983,31.46067376,879.9530918,30.5,-5.099999905,35.5999999,21.6833334,2.116666635,23.85000038,2.116666635,1085,110,71,12.11353326,307,235,294,235
635,Lonicera maackii,1500319402,38.934387,-76.995258,HUMAN_OBSERVATION,"cdround,gass84",13.14583334,11.1916665,31.43726554,879.3914808,30.5,-5.099999905,35.5999999,21.6833334,2.133333286,23.85000038,2.133333286,1082,109,71,11.83085169,304,235,292,235
636,Lonicera maackii,1500314291,39.02699,-77.030293,HUMAN_OBSERVATION,"cdround,gass84",12.80416665,11.20833339,31.48408221,880.1819543,30.10000038,-5.5,35.60000038,21.36666679,1.766666611,23.5,1.766666611,1106,113,72,11.95080644,312,238,296,238
637,Lonicera maackii,1640035950,38.980279,-77.078319,HUMAN_OBSERVATION,"cdround,gass84",12.87916662,11.07500009,31.28531048,877.2359976,30.10000038,-5.300000191,35.40000057,21.41666651,1.866666555,23.54999987,1.866666555,1085,109,71,11.50558474,304,234,292,234
638,Lonicera maackii,1500307566,39.014257,-77.032626,HUMAN_OBSERVATION,"cdround,gass84",12.89583336,11.19166687,31.43726573,880.1871087,30.20000076,-5.400000095,35.60000086,21.44999997,1.866666714,23.59999975,1.866666714,1099,112,72,11.87188603,310,237,295,237
639,Lonicera maackii,1500314326,39.036326,-77.025722,HUMAN_OBSERVATION,"cdround,gass84",12.76250002,11.24166654,31.57771466,879.8841079,30.10000038,-5.5,35.60000038,21.31666692,1.733333309,23.46666686,1.733333309,1109,113,73,11.58755239,312,239,296,239
640,Lonicera maackii,1500332662,38.987919,-77.244197,HUMAN_OBSERVATION,"cdround,gass84",13.20833331,11.71666675,32.45614109,880.0537924,30.79999924,-5.300000191,36.09999943,21.81666644,2.166666667,23.93333308,2.166666667,1022,102,68,11.27180061,287,221,279,221
641,Lonicera maackii,1500350506,38.953488,-76.968777,HUMAN_OBSERVATION,"cdround,gass84",13.31666674,11.36666661,31.66202473,882.1032023,30.79999924,-5.099999905,35.89999914,21.88333352,2.26666675,24.0666666,2.26666675,1081,109,71,12.2833993,306,234,295,234
642,Lonicera maackii,1500350542,38.953603,-76.966595,HUMAN_OBSERVATION,"cdround,gass84",13.30000003,11.3833333,31.70845005,881.3832069,30.79999924,-5.099999905,35.89999914,21.86666679,2.26666675,24.04999987,2.26666675,1084,110,71,12.50402557,308,235,296,235
643,Lonicera maackii,1703130418,38.97135,-90.539091,HUMAN_OBSERVATION,"cdround,gass84",12.37916661,10.80833338,28.00086339,991.9871238,30.60000038,-8,38.60000038,17.86666671,-0.483333429,24.1833334,-0.483333429,955,103,44,22.65734145,289,164,269,164
644,Lonicera maackii,1500350566,38.954665,-76.967719,HUMAN_OBSERVATION,"cdround,gass84",13.31666674,11.36666661,31.66202473,882.1032023,30.79999924,-5.099999905,35.89999914,21.88333352,2.26666675,24.0666666,2.26666675,1081,109,71,12.2833993,306,234,295,234
645,Lonicera maackii,1500350532,38.953276,-76.966408,HUMAN_OBSERVATION,"cdround,gass84",13.30000003,11.3833333,31.70845005,881.3832069,30.79999924,-5.099999905,35.89999914,21.86666679,2.26666675,24.04999987,2.26666675,1084,110,71,12.50402557,308,235,296,235
646,Lonicera maackii,1500350558,38.954747,-76.967368,HUMAN_OBSERVATION,"cdround,gass84",13.31666674,11.36666661,31.66202473,882.1032023,30.79999924,-5.099999905,35.89999914,21.88333352,2.26666675,24.0666666,2.26666675,1081,109,71,12.2833993,306,234,295,234
647,Lonicera maackii,1640053363,38.976873,-91.488147,HUMAN_OBSERVATION,"cdround,gass84",12.04583346,11.725,29.6835443,987.4587804,30.60000038,-8.899999619,39.5,17.40000033,-0.733333349,23.83333365,-0.733333349,984,118,42,26.23077236,318,156,278,156
648,Lonicera maackii,1671719496,38.970121,-76.948827,HUMAN_OBSERVATION,"cdround,gass84",13.18750009,11.32500011,31.63407834,881.5511226,30.60000038,-5.199999809,35.80000019,21.71666702,2.150000095,23.9333334,2.150000095,1103,112,72,12.5127668,314,238,301,238
649,Lonicera maackii,1640095847,38.986635,-76.922935,HUMAN_OBSERVATION,"cdround,gass84",13.20416671,11.49166661,31.92129528,882.410083,30.70000076,-5.300000191,36.00000095,21.73333343,2.149999976,23.95000013,2.149999976,1104,113,72,12.55643458,314,238,300,238
650,Lonicera maackii,1668846853,39.00921,-76.935943,HUMAN_OBSERVATION,"cdround,gass84",13.12083332,11.52499993,32.01388826,883.0279973,30.60000038,-5.400000095,36.00000048,21.64999994,2.066666643,23.86666648,2.066666643,1110,114,72,12.55986111,316,239,301,239
651,Lonicera maackii,1668858008,38.990623,-76.921437,HUMAN_OBSERVATION,"cdround,gass84",13.20416671,11.49166661,31.92129528,882.410083,30.70000076,-5.300000191,36.00000095,21.73333343,2.149999976,23.95000013,2.149999976,1104,113,72,12.55643458,314,238,300,238
652,Lonicera maackii,1806328614,39.065595,-84.308945,HUMAN_OBSERVATION,"cdround,gass84",11.54999995,11.60000006,31.26684621,920.6149143,29,-8.100000381,37.10000038,11.13333311,-0.233333349,22.56666676,-0.233333349,1106,118,70,16.45619285,326,225,304,225
653,Lonicera maackii,1640128276,39.023143,-77.034782,HUMAN_OBSERVATION,"cdround,gass84",12.83749995,11.17500017,31.47887328,879.6335137,30.10000038,-5.400000095,35.50000048,21.39999994,1.816666563,23.54999987,1.816666563,1100,112,72,11.69831715,310,237,295,237
